DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genomic Coordinates (mouse: , human: )	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
43237059	human	9606	SLC39A12	221074		HGNC:20860	OMIM:608734	Chr10 p12.33	Chr10:17951839-18043292(+)	NM_001282733,NM_001282734,NM_152725,NM_001145195	NP_001269663,NP_001269662,NP_001138667,NP_689938	Q504Y0
43237060	mouse, laboratory	10090	Or5w16	258635	MGI:3030974			Chr2 49.93 cM	Chr2:87576505-87577524(+)	NM_146642	NP_666853	
43237061	mouse, laboratory	10090	Shb	230126	MGI:98294			Chr4 24 cM	Chr4:45423276-45530828(-)	NM_001033306,XM_131399	NP_001028478	Q6PD21
43237061	human	9606	SHB	6461		HGNC:10838	OMIM:600314	Chr9 p13.1	Chr9:37915898-38069213(-)	NM_003028	NP_003019	Q15464
43237062	mouse, laboratory	10090	Or7d10	258336	MGI:2153206			Chr9 7.42 cM	Chr9:19828525-19833806(+)	NM_146339	NP_666451	
43237062	human	9606	OR7D4	125958		HGNC:8380	OMIM:611538	Chr19 p13.2	Chr19:9213850-9214871(-)	NM_001005191,NM_001005191,NM_001005191	NP_001005191,NP_001005191,NP_001005191	Q8NG98,Q8NG98,Q8NG98
43237063	mouse, laboratory	10090	Sprr1a	20753	MGI:106660			Chr3 40.14 cM	Chr3:92391261-92393188(-)	NM_009264	NP_033290	Q62266
43237063	human	9606	SPRR1A	6698		HGNC:11259	OMIM:182265	Chr1 q21.3	Chr1:152984088-152985814(+)	NM_001199828,NM_005987	NP_001186757,NP_005978	P35321
43237064	mouse, laboratory	10090	Or1j18	258945	MGI:3030181			Chr2 24.19 cM	Chr2:36624335-36625273(+)	NM_146943	NP_667154	
43237065	mouse, laboratory	10090	A530032D15Rik	381287	MGI:3037746			Chr1 43.44 cM	Chr1:85065860-85088016(-)	XM_006496502,XM_355229,XM_017321384,XM_017321386	XP_017176875,XP_006496565,NP_998780,XP_017176873	
43237065	human	9606	SP140	11262		HGNC:17133	OMIM:608602	Chr2 q37.1	Chr2:230202924-230316571(+)	NM_001278453,NM_001278451,NM_001278452,NM_001005176,NM_007237,NM_001278453,NM_001278451,NM_001278452,NM_001005176,NM_007237,NM_001278453,NM_001278451,NM_001278452,NM_001005176,NM_007237	XP_047299029,XP_047299030,XP_047299032,XP_047299033,XP_047299034,XP_047299037,XP_047299036,XP_047299035,NP_001005176,NP_001265380,NP_001265381,NP_001265382,NP_009168,XP_005246309,XP_005246310,XP_005246311,XP_005246312,XP_005246313,XP_006712286,XP_011508817,XP_011508818,XP_011508819,XP_011508820,XP_011508821,XP_011508822,XP_016858728,XP_016858729,XP_016858731,XP_016858732,XP_016858734,XP_016858735,XP_016858736,XP_016858737,XP_016858738,XP_016858739,XP_016858741,XP_016858742,XP_047299028,XP_047299029,XP_047299030,XP_047299032,XP_047299033,XP_047299034,XP_047299037,XP_047299036,XP_047299035,NP_001005176,NP_001265380,NP_001265381,NP_001265382,NP_009168,XP_005246309,XP_005246310,XP_005246311,XP_005246312,XP_005246313,XP_006712286,XP_011508817,XP_011508818,XP_011508819,XP_011508820,XP_011508821,XP_011508822,XP_016858728,XP_016858729,XP_016858731,XP_016858732,XP_016858734,XP_016858735,XP_016858736,XP_016858737,XP_016858738,XP_016858739,XP_016858741,XP_016858742,XP_047299028,XP_047299029,XP_047299030,XP_047299032,XP_047299033,XP_047299034,XP_047299037,XP_047299036,XP_047299035,NP_001005176,NP_001265380,NP_001265381,NP_001265382,NP_009168,XP_005246309,XP_005246310,XP_005246311,XP_005246312,XP_005246313,XP_006712286,XP_011508817,XP_011508818,XP_011508819,XP_011508820,XP_011508821,XP_011508822,XP_016858728,XP_016858729,XP_016858731,XP_016858732,XP_016858734,XP_016858735,XP_016858736,XP_016858737,XP_016858738,XP_016858739,XP_016858741,XP_016858742,XP_047299028	Q13342,Q13342,Q13342
43237066	mouse, laboratory	10090	Or9g4	258563	MGI:3030840			Chr2 49.68 cM	Chr2:85504555-85509085(-)	NM_146570	NP_666781	
43237066	human	9606	OR9G4	283189		HGNC:15322		Chr11 q12.1	Chr11:56742828-56743811(-)	NM_001005284,NM_001390832,NM_001005284,NM_001390832	NP_001377761,NP_001005284,NP_001377761,NP_001005284	Q8NGQ1,Q8NGQ1
43237067	mouse, laboratory	10090	Spin1	20729	MGI:109242			Chr13 26.04 cM	Chr13:51254916-51306582(+)	NM_011462,XM_006516893,XM_006516894,XM_036157953,NM_001283029,XM_017315469,NM_001283028,NM_146043,NM_001283030	NP_035592,NP_001269959,NP_001269957,NP_001269958,NP_666155,XP_006516957,XP_036013846,XP_017170958,XP_006516956	Q61142
43237067	human	9606	SPIN1	10927		HGNC:11243	OMIM:609936	Chr9 q22.1	Chr9:88388382-88478708(+)	NM_006717	NP_006708	Q9Y657
43237068	mouse, laboratory	10090	Zfp157	72154	MGI:1919404			Chr5 77.09 cM	Chr5:138439730-138458956(+)	XM_006504626,XM_036165512,XM_036165511,XM_036165510,XM_036165515,XM_006504625,XM_036165513,XM_006504627,NM_028130	XP_006504688,XP_036021403,XP_006504690,XP_036021406,XP_036021408,XP_036021405,NP_082406,XP_006504689,XP_036021404	
43237068	human	9606	ZNF613	79898		HGNC:25827		Chr19 q13.41	Chr19:51927147-51946147(+)	NM_024840,NM_001031721	NP_079116,NP_001026891	Q6PF04
43237069	mouse, laboratory	10090	Rmnd5a	68477	MGI:1915727			Chr6 32.14 cM	Chr6:71365618-71417621(-)	NM_024288,NM_001355745	NP_001342674,NP_077250	Q80YQ8
43237069	human	9606	RMND5A	64795		HGNC:25850	OMIM:618964	Chr2 p11.2	Chr2:86720291-86778041(+)	NM_022780	NP_073617	Q9H871
43237070	mouse, laboratory	10090	Rasgef1c	74563	MGI:1921813			Chr11 30.02 cM	Chr11:49791996-49871050(+)	XM_126185,XM_030246405,NM_001347462,XM_006534378,XM_030246404	XP_030102264,XP_006534441,NP_083280,XP_030102265,NP_001334391	Q9D300
43237070	human	9606	RASGEF1C	255426		HGNC:27400		Chr5 q35.3	Chr5:180100795-180209130(-)	NM_175062,NM_001031799	NP_778232	Q8N431
43237071	mouse, laboratory	10090	Slc66a2	66943	MGI:1914193			Chr18 53.37 cM	Chr18:80298458-80335940(+)	NM_001164423,XM_030250575,XM_006526522,XM_017317970,XM_006526519,XM_006526520,NM_001164422,NM_025861,NM_001164420,NM_001164421,NM_001164424	XP_030106435,XP_006526585,NP_001157893,NP_080137,NP_001157896,NP_001157892,NP_001157894,XP_017173459,XP_006526582,XP_006526583,NP_001157895	Q80XM9
43237071	human	9606	SLC66A2	80148		HGNC:26188		Chr18 q23	Chr18:79902420-79951665(-)	NM_025078,NM_001146343,NM_001146345	NP_079354,XP_011524490,XP_016881492,XP_016881489,XP_024307035,XP_016881490,XP_047293784,XP_047293785,XP_047293786,XP_047293787,XP_047293788,XP_047293793,XP_047293792,XP_047293791,XP_047293790,XP_047293789,NP_001139817,NP_001139815	Q8N2U9
43237072	mouse, laboratory	10090	Usp27x	54651	MGI:1859645			ChrX 3.31 cM	ChrX:7238830-7242069(-)	NM_019461	NP_062334	Q8CEG8
43237072	human	9606	USP27X	389856		HGNC:13486	OMIM:300975	ChrX p11.23	ChrX:49879867-49882565(+)	NM_001145073	NP_001138545	A6NNY8
43237073	mouse, laboratory	10090	Pnpla5	75772	MGI:1923022			Chr15 39.78 cM	Chr15:83996557-84007376(-)	XM_036159623,XM_128189	XP_036015516,NP_083703	Q32LZ8
43237073	human	9606	PNPLA5	150379		HGNC:24888	OMIM:611589	Chr22 q13.31	Chr22:43879678-43892013(-)	NM_138814,NM_001177675,NM_001371410	NP_001171146,NP_001358339,NP_620169,XP_047297120	Q7Z6Z6
43237074	mouse, laboratory	10090	Zfp251	71591	MGI:1918841			Chr15 36.28 cM	Chr15:76736331-76755635(-)	NM_001007568	NP_001007569	
43237074	human	9606	ZNF251	90987		HGNC:13045		Chr8 q24.3	Chr8:144720909-144755603(-)	NM_138367	NP_612376,XP_005272413,XP_011515663,XP_024303092,XP_047278359,XP_047278360	Q9BRH9
43237075	mouse, laboratory	10090	Prap1	22264	MGI:893573			Chr7 85.1 cM	Chr7:139673308-139677113(+)	NM_009475	NP_033501	Q80XD8
43237075	human	9606	PRAP1	118471		HGNC:23304	OMIM:609776	Chr10 q26.3	Chr10:133347340-133352683(+)	NM_145202,NM_001145201	NP_001138673,NP_660203	Q96NZ9
43237076	mouse, laboratory	10090	Zswim4	212168	MGI:2443726			Chr8 40.59 cM	Chr8:84937571-84963671(-)	NM_172503	NP_766091	Q8C7B8
43237076	human	9606	ZSWIM4	65249		HGNC:25704		Chr19 p13.13-p13.12	Chr19:13795424-13832254(+)	NM_001367834,NM_023072	XP_016882644,XP_016882642,NP_075560,NP_001354763,XP_047295192,XP_047295191,XP_024307425,XP_016882646,XP_016882645,XP_016882643,XP_047295193	Q9H7M6
43237077	mouse, laboratory	10090	Or13n4	258590	MGI:3030536			Chr7 56.08 cM	Chr7:106422696-106425950(-)	NM_146597	NP_666808	
43237078	mouse, laboratory	10090	4921511C20Rik	245598	MGI:2685229			ChrX 49.81 cM	ChrX:126301916-126303521(+)	XM_142125		
43237079	mouse, laboratory	10090	Siah3	380918	MGI:2685758			Chr14 40.08 cM	Chr14:75693422-75763581(+)	XM_354829	NP_001121565	
43237079	human	9606	SIAH3	283514		HGNC:30553	OMIM:615609	Chr13 q14.13	Chr13:45780270-45851711(-)	NM_198849	NP_942146	Q8IW03
43237080	mouse, laboratory	10090	Sh3tc1	231147	MGI:2678949			Chr5 18.6 cM	Chr5:35854524-35897331(-)	XM_006503904,XM_036165020,XM_006503905,XM_036165021,NM_001359895,NM_194344	XP_036020913,XP_006503967,XP_006503968,NP_001346824,NP_919325,XP_036020914	
43237080	human	9606	SH3TC1	54436		HGNC:26009		Chr4 p16.1	Chr4:8182072-8241103(+)	NM_018986,NM_001318480,NM_001410712	XP_047271748,XP_047271746,XP_047271747,XP_047271750,XP_047271751,XP_047271749,NP_001305409,NP_001397641,NP_061859,XP_006713952,XP_006713954,XP_011511790,XP_016863789,XP_024309862	Q8TE82
43237081	mouse, laboratory	10090	Or5t5	258363	MGI:3030927			Chr2 49.86 cM	Chr2:86612889-86617135(+)	NM_001368206,NM_146366	NP_001355135,NP_666478	
43237081	human	9606	OR5T3	390154		HGNC:15297		Chr11 q12.1	Chr11:56252200-56253222(+)	NM_001004747	NP_001004747	Q8NGG3
43237082	mouse, laboratory	10090	Sctr	319229	MGI:2441720			Chr1 52.57 cM	Chr1:119934710-119991269(+)	XM_006529690,XM_036165671,XM_036165670,XM_006529684,XM_011248031,XM_006529688,XM_006529689,XM_030254873,XM_036165668,XM_006529686,XM_036165669,XM_148959,NM_001311077,XM_011248029	XP_006529753,XP_036021561,XP_036021562,XP_036021563,NP_001012322,NP_001298006,XP_006529749,XP_006529747,XP_030110733,XP_011246331,XP_036021564,XP_011246333,XP_006529752,XP_006529751	Q5FWI2
43237082	human	9606	SCTR	6344		HGNC:10608	OMIM:182098	Chr2 q14.2	Chr2:119439843-119524452(-)	NM_002980	XP_047301357,XP_047301356,XP_011509923,NP_002971,XP_047301355,XP_047301360,XP_047301359,XP_047301358,XP_016860159	P47872
43237083	mouse, laboratory	10090	Skint9	329918	MGI:3045341			Chr4 51.53 cM	Chr4:112243166-112291182(-)	NM_177864	NP_808532	A7TZG3
43237084	mouse, laboratory	10090	Skint11	230623	MGI:2685415			Chr4 51.53 cM	Chr4:114020581-114102225(+)	XM_149464,XM_006503004,NM_001166027	NP_001159499,NP_808337,XP_006503067	A7XV14
43237085	mouse, laboratory	10090	Skint10	230613	MGI:2685416			Chr4 51.53 cM	Chr4:112568344-112632063(-)	XM_149480	NP_808336	A7TZG1
43237086	mouse, laboratory	10090	U2af1l4	233073	MGI:2678374			Chr7 18.61 cM	Chr7:30262765-30264789(+)	NM_170760	NP_739566	Q8BGJ9
43237086	human	9606	U2AF1L4	199746		HGNC:23020	OMIM:601080	Chr19 q13.12	Chr19:35742527-35745442(-)	NM_001040425,NM_001369824,NM_144987	NP_659424,NP_001356753,NP_001035515	Q8WU68
43237087	mouse, laboratory	10090	Or4c11c	258898	MGI:3031039			Chr2 50.02 cM	Chr2:88660101-88662386(+)	NM_146896	NP_667107	
43237087	human	9606	OR4C11	219429		HGNC:15167		Chr11 q11	Chr11:55603354-55604398(-)	NM_001004700,NM_001004700,NM_001004700	NP_001004700,NP_001004700,NP_001004700	Q6IEV9,Q6IEV9,Q6IEV9
43237088	mouse, laboratory	10090	Or4c11b	258897	MGI:3031035			Chr2 50.02 cM	Chr2:88624728-88625651(+)	NM_146895	NP_667106	
43237088	human	9606	OR4C11	219429		HGNC:15167		Chr11 q11	Chr11:55603354-55604398(-)	NM_001004700,NM_001004700,NM_001004700	NP_001004700,NP_001004700,NP_001004700	Q6IEV9,Q6IEV9,Q6IEV9
43237089	mouse, laboratory	10090	Or4c11	258896	MGI:3031040			Chr2 50.03 cM	Chr2:88694951-88695874(+)	NM_001001810	NP_001001810	
43237089	human	9606	OR4C11	219429		HGNC:15167		Chr11 q11	Chr11:55603354-55604398(-)	NM_001004700,NM_001004700,NM_001004700	NP_001004700,NP_001004700,NP_001004700	Q6IEV9,Q6IEV9,Q6IEV9
43237090	mouse, laboratory	10090	Rnf43	207742	MGI:2442609			Chr11 52.17 cM	Chr11:87553913-87626365(+)	NM_001363437,NM_172448	NP_766036,NP_001350366	Q5NCP0
43237090	human	9606	RNF43	54894		HGNC:18505	OMIM:612482	Chr17 q22	Chr17:58352500-58418895(-)	NM_001305544,NM_001305545,NM_017763	XP_011523258,XP_047292287,NP_001292474,NP_001292473,NP_060233,XP_047292288,XP_016880289,XP_047292286	Q68DV7
43237091	mouse, laboratory	10090	Zim1	22776	MGI:1341879			Chr7 3.87 cM	Chr7:6677443-6699521(-)	XM_011250497,NM_011769,XM_011250495,XM_011250499,XM_011250498	XP_011248797,XP_011248799,XP_011248800,XP_011248801,NP_035899	
43237092	mouse, laboratory	10090	Spink6	433180	MGI:3648654			Chr18 23.74 cM	Chr18:44204460-44216678(+)	NM_001013797,NM_001357564,NM_001357563	NP_001013819,NP_001344492,NP_001344493	Q8BT20
43237092	human	9606	SPINK6	404203		HGNC:29486	OMIM:615868	Chr5 q32	Chr5:148202794-148215137(+)	NM_001195290,NM_205841	NP_995313,NP_001182219	Q6UWN8
43237093	mouse, laboratory	10090	Scgb2b24	233090	MGI:2655741			Chr7 19.37 cM	Chr7:33436618-33438720(-)	NM_177446	NP_803229	Q7M747
43237094	mouse, laboratory	10090	Scgb2b20	494519	MGI:3514009			Chr7 19.35 cM	Chr7:33063768-33065744(-)	XM_006540168,XM_036153231,NM_001009952	XP_006540231,XP_036009124,NP_001009952	Q9JI02
43237095	mouse, laboratory	10090	Scgb2b19	545947	MGI:3648809			Chr7 19.35 cM	Chr7:32977795-32979763(-)	XM_036153256,XM_006540213,NM_001199336	XP_006540276,XP_036009149,NP_001186265	
43237096	mouse, laboratory	10090	Scgb2b21	626970	MGI:3648283			Chr7 19.36 cM	Chr7:33217913-33219880(-)	XM_006540499,NM_001310615,XM_036153318	XP_006540562,NP_001297544,XP_036009211	
43237097	mouse, laboratory	10090	Scgb2b12	668379	MGI:3645177			Chr7 19.34 cM	Chr7:32024711-32026670(-)	XM_036153364,NM_001281508	XP_036009257,NP_001268437	
43237098	mouse, laboratory	10090	Scgb2b7	100043836	MGI:3782864			Chr7 19.33 cM	Chr7:31403204-31405179(-)	NM_001198871	NP_001185800	
43237099	mouse, laboratory	10090	Scgb2b11	100043842	MGI:3782867			Chr7 19.34 cM	Chr7:31908598-31910567(-)	XM_006540493,NM_001310657	NP_001297586,XP_006540556	
43237100	mouse, laboratory	10090	Scgb2b18	100043856	MGI:3782872			Chr7 19.35 cM	Chr7:32871317-32873286(-)	NM_001310621,XM_006540498	NP_001297550,XP_006540561	
43237101	mouse, laboratory	10090	Or5p73	258304	MGI:3030332			Chr7 57.21 cM	Chr7:108064533-108065525(+)	NM_146307	NP_666419	Q8VEW2
43237101	human	9606	OR5P2	120065		HGNC:14783		Chr11 p15.4	Chr11:7795974-7796942(-)	NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444,NM_153444	NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145,NP_703145	Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92,Q8WZ92
43237102	mouse, laboratory	10090	Tmprss11b	319875	MGI:2442893			Chr5 43.56 cM	Chr5:86807381-86824157(-)	NM_177024	NP_795998	Q14C59
43237102	human	9606	TMPRSS11B	132724		HGNC:25398		Chr4 q13.2	Chr4:68226653-68245694(-)	NM_182502	XP_011529911,XP_011529910,NP_872308	Q86T26
43237103	mouse, laboratory	10090	Or2y14	258464	MGI:3031218			Chr11 29.58 cM	Chr11:49404445-49405478(+)	NM_146472	NP_666683	
43237103	human	9606	OR2Y1	134083		HGNC:14837		Chr5 q35.3	Chr5:180739123-180740058(-)	NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657,NM_001001657	NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657,NP_001001657	Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0,Q8NGV0
43237104	mouse, laboratory	10090	Prkar2b	19088	MGI:97760			Chr12 13.74 cM	Chr12:32008475-32111295(-)	XM_030246614,NM_001364407,NM_001364408,XM_126885	NP_001351337,XP_030102474,NP_001351336,NP_035288	P31324
43237104	human	9606	PRKAR2B	5577		HGNC:9392	OMIM:176912	Chr7 q22.3	Chr7:107044728-107161811(+)	NM_002736	NP_002727	P31323
43237105	mouse, laboratory	10090	Or8b4	258794	MGI:3030712			Chr9 20.82 cM	Chr9:37829844-37830908(+)	NM_146798	NP_667009	
43237105	human	9606	OR8B4	283162		HGNC:8473		Chr11 q24.2	Chr11:124423942-124424871(-)	NM_001005196	NP_001005196	Q96RC9
43237106	mouse, laboratory	10090	Tcp10c	100041352	MGI:98543			Chr17 8.86 cM	Chr17:13574834-13597485(+)	XM_006523281,XM_006523277,XM_006523279,XM_006523278,XM_006523280,NM_001167578	XP_006523343,XP_006523344,NP_001161050,XP_006523342,XP_006523341,XP_006523340	
43237106	human	9606	TCP10L	140290		HGNC:11657	OMIM:608365	Chr21 q22.11	Chr21:32574841-32585535(-)	NM_018277,NM_144659,NM_018277,NM_144659,NM_018277,NM_144659	NP_653260,NP_653260,NP_653260	Q8TDR4,Q8TDR4,Q8TDR4
43237107	mouse, laboratory	10090	Tcp10a	21461	MGI:98541			Chr17 4.72 cM	Chr17:7592055-7613259(+)	NM_011553,XM_006523213	NP_035683,XP_006523276	
43237107	human	9606	TCP10L	140290		HGNC:11657	OMIM:608365	Chr21 q22.11	Chr21:32574841-32585535(-)	NM_018277,NM_144659,NM_018277,NM_144659,NM_018277,NM_144659	NP_653260,NP_653260,NP_653260	Q8TDR4,Q8TDR4,Q8TDR4
43237108	mouse, laboratory	10090	Tcp10b	21462	MGI:98542			Chr17 8.76 cM	Chr17:13279987-13301124(+)	NM_009341,XM_006523313	NP_033367,XP_006523376	
43237108	human	9606	TCP10L	140290		HGNC:11657	OMIM:608365	Chr21 q22.11	Chr21:32574841-32585535(-)	NM_018277,NM_144659,NM_018277,NM_144659,NM_018277,NM_144659	NP_653260,NP_653260,NP_653260	Q8TDR4,Q8TDR4,Q8TDR4
43237109	mouse, laboratory	10090	Or4d2	258408	MGI:3030297			Chr11 52.27 cM	Chr11:87783813-87784748(-)	NM_146413	NP_666525	
43237109	human	9606	OR4D2	124538		HGNC:8294		Chr17 q22	Chr17:58169656-58170579(+)	NM_001004707,NM_001004707	NP_001004707,NP_001004707	P58180,P58180
43237110	mouse, laboratory	10090	Or4d2b	258406	MGI:3030296			Chr11 52.27 cM	Chr11:87779785-87780720(-)	NM_146411	NP_666523	
43237110	human	9606	OR4D2	124538		HGNC:8294		Chr17 q22	Chr17:58169656-58170579(+)	NM_001004707,NM_001004707	NP_001004707,NP_001004707	P58180,P58180
43237111	mouse, laboratory	10090	Phf7	71838	MGI:1919088			Chr14 19.09 cM	Chr14:30959646-30973274(-)	XM_011245202,NM_027949,NM_001360625,NM_001360624,XM_011245203	NP_001347553,NP_001347554,XP_011243505,NP_082225,XP_011243504	Q9DAG9
43237111	human	9606	PHF7	51533		HGNC:18458	OMIM:620057	Chr3 p21.1	Chr3:52410508-52423641(+)	NM_016483,NM_173341,NM_001321127,NM_001321126,NM_001278221	XP_047304251,NP_001265150,NP_001308055,NP_001308056,NP_057567,XP_011532128,XP_024309357,XP_047304252	Q9BWX1
43237112	mouse, laboratory	10090	Or8s5	258278	MGI:3030118			Chr15 54.34 cM	Chr15:98237903-98238820(-)	NM_146281	NP_666393	
43237112	human	9606	OR8S1	341568		HGNC:19628		Chr12 q13.11	Chr12:48525632-48528103(+)	NM_001005203,NM_001390849,NM_001005203,NM_001390849,NM_001005203,NM_001390849	NP_001377778,NP_001377778,NP_001377778	Q8NH09,Q8NH09,Q8NH09
43237113	mouse, laboratory	10090	Rhox11	194738	MGI:2681831			ChrX 22.33 cM	ChrX:37165475-37174016(-)	NM_198598	NP_941000	
43237114	mouse, laboratory	10090	Nrip3	78593	MGI:1925843			Chr7 57.49 cM	Chr7:109357263-109380752(-)	NM_020610	NP_065635	Q9JJR9
43237114	human	9606	NRIP3	56675		HGNC:1167	OMIM:613125	Chr11 p15.4	Chr11:8980576-9004049(-)	NM_020645	XP_047283218,XP_024304377,XP_024304376,NP_065696	Q9NQ35
43237115	mouse, laboratory	10090	Or2w3	404346	MGI:3030156			Chr11 36.24 cM	Chr11:58556387-58557370(+)	NM_207693	NP_997576	
43237115	human	9606	OR2W3	343171		HGNC:15021	OMIM:616729	Chr1 q44	Chr1:247895587-247896531(+)	NM_001001957,NM_001001957	NP_001001957,NP_001001957	Q7Z3T1,Q7Z3T1
43237116	mouse, laboratory	10090	Or2w3b	257931	MGI:3030151			Chr11 36.27 cM	Chr11:58622922-58624049(-)	NM_001011769	NP_001011769	
43237116	human	9606	OR2W3	343171		HGNC:15021	OMIM:616729	Chr1 q44	Chr1:247895587-247896531(+)	NM_001001957,NM_001001957	NP_001001957,NP_001001957	Q7Z3T1,Q7Z3T1
43237117	mouse, laboratory	10090	Spdef	30051	MGI:1353422			Chr17 14.59 cM	Chr17:27933326-27947929(-)	XM_006524380,NM_013891,NM_001414278,XM_006524379,XM_006524381,NM_001414277,NM_001357728	NP_001344657,NP_038919,XP_006524444,NP_001401206,XP_006524442,NP_001401207,XP_006524443	Q9WTP3
43237117	human	9606	SPDEF	25803		HGNC:17257	OMIM:608144	Chr6 p21.31	Chr6:34537802-34556333(-)	NM_001252294,NM_012391	XP_011512759,XP_005249045,NP_036523,NP_001239223	O95238
43237118	mouse, laboratory	10090	Ranbp17	66011	MGI:1929706			Chr11 19.21 cM	Chr11:33161795-33463746(-)	XM_006514776,NM_023146,XM_011243739,NM_001362875	NP_001349804,XP_006514839,XP_011242041,NP_075635	Q99NF8
43237118	human	9606	RANBP17	64901		HGNC:14428	OMIM:606141	Chr5 q35.1	Chr5:170861882-171300015(+)	NM_022897	NP_075048,XP_047273487,XP_047273488,XP_047273489,XP_016865230,XP_016865229,XP_016865228,XP_016865227,XP_016865225,XP_011532939,XP_011532938,XP_011532929,XP_016865233,XP_016865234,XP_016865235,XP_016865236,XP_016865231,XP_047273486	Q9H2T7
43237119	mouse, laboratory	10090	Or4m1	258658	MGI:3030568			Chr14 26.05 cM	Chr14:50557293-50558325(-)	NM_146664	NP_666875	Q8VFT4
43237119	human	9606	OR4M1	441670		HGNC:14735	OMIM:619939	Chr14 q11.2	Chr14:19779664-19783111(+)	NM_001005500	NP_001005500	Q8NGD0
43237119	human	9606	OR4M2	390538		HGNC:15373		Chr15 q11.2	Chr15:22080527-22081610(+)	NM_001004719	NP_001004719	Q8NGB6
43237119	human	9606	OR4M2B	118568804		HGNC:55109		Chr15 q11.2		NM_001395296	NP_001382225	A0A0X1KG70
43237120	mouse, laboratory	10090	Sertm1	329641	MGI:3607715			Chr3 25.9 cM	Chr3:54804489-54823308(-)	NM_177854	NP_808522	Q8CD78
43237120	human	9606	SERTM1	400120		HGNC:33792		Chr13 q13.3	Chr13:36673912-36697839(+)	NM_203451	NP_982276	A2A2V5
43237121	mouse, laboratory	10090	Or7e165	18358	MGI:1333790			Chr9 7.38 cM	Chr9:19691579-19695360(+)	NM_011001	NP_035131	
43237122	mouse, laboratory	10090	Or7e168	258519	MGI:3030693			Chr9 7.39 cM	Chr9:19719616-19720545(+)	NM_146526	NP_666737	
43237123	mouse, laboratory	10090	Igkv3-12	667914	MGI:1330815			Chr6 31.95 cM	Chr6:70495234-70495833(+)			
43237123	human	9606	IGKV3-11	28914		HGNC:5815		Chr2 p11.2	Chr2:89027171-89027684(-)			
43237123	human	9606	IGKV3-15	28913		HGNC:5816		Chr2 p11.2	Chr2:89085177-89085690(-)			P01624,P01624,P01624,P01624,P01624,P01624,P01624,P01624,P01624,P01624
43237123	human	9606	IGKV3-20	28912		HGNC:5817		Chr2 p11.2	Chr2:89142574-89143108(-)			P01619,P01619,P01619,P01619,P01619,P01619,P01619,P01619,P01619,P01619
43237123	human	9606	IGKV3-7	28915		HGNC:5821		Chr2 p11.2	Chr2:88978468-88978984(-)			A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7,A0A075B6H7
43237123	human	9606	IGKV3D-11	28876		HGNC:5823		Chr2 p11.2	Chr2:90172899-90173412(+)			A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8,A0A0A0MRZ8
43237123	human	9606	IGKV3D-15	28875		HGNC:5824		Chr2 p11.2	Chr2:90114887-90115400(+)			A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6,A0A087WSY6
43237123	human	9606	IGKV3D-20	28874		HGNC:5825		Chr2 p11.2	Chr2:90038945-90039479(+)			A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25,A0A0C4DH25
